song_artists,uri,track_name,duration_ms,explicit,track_popularity,track_number,album_name,album_artist,album_release_date,genres,label,album_popularity,album_cover,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,song_lyrics,lyrics_page_views,cleaned_title,featured_artists
['Los Tigres Del Norte'],spotify:track:3ByHLcS2ETeS4WHSEcMRgG,Quien Te Quiere Como Yo,180080,False,24,7,Asi Como Tu,Los Tigres Del Norte,1997-01-01,,Fonovisa,50,https://i.scdn.co/image/ab67616d00001e02c3e2c471edece7ba3f2c3ce7,0.0122,0.634,0.857,0.0,10.0,0.103,-3.463,1.0,0.26,72.043,4.0,0.681,"Quién te quiere como yo LyricsQuien la quiere como yo
Chiquilla linda ni su papa
Quien la quiere como yo
Chiquilla linda ni su mama
Entonces que esta pensando
Y vengase para acá
Pues aquí conmigo tiene
Mucho cariño papa y mama
Pues aquí conmigo tiene
Mucho cariño papa y mama
Imaginese mi reina
Lo que con papi puede gozar
Viernes sábado y domingo
Y cuando quiera ir a bailar
Cuando quiera ir de viaje
También la llevo a disfrutar
Si se casa usted conmigo
Yo seré papi y usted mama
Si se casa usted conmigo
Yo seré papi y usted mama
Y si se casa conmigo
Le compro todo lo que usted quiera
Y cuando nazca el bebito
Le pongo criada y también niñera
Y solo daré motivos pa que me quiera
Pa que me quiera
Y solo daré motivos pa que me quiera
Pa que me quiera
Que bonita mi chiquilla
La quiero mucho y usted lo ve
Así como yo la quiero
Debe quererme también usted
Vamos a dar una vuelta
A donde quiera la llevare
Si se casa conmigo
Como una baby la cuidare
Si se casa conmigo
Como una baby la cuidare
Y si tuviera problemas
Con sus hermanos y sus papas
Pues me la llevo muy lejos
Y cada día la querré mas
Creo que es tiempo
Que le diga a su familia que ya se va
Al cabo que aquí con papi
Cositas lindas aprenderá
Creo que es tiempo
Que le diga a su familia que ya se va
Al cabo que aquí con papi
Cositas lindas aprenderá
Y solo daré motivos pa que me quiera
Pa que me quieraEmbed",,Quién te quiere como yo,
['Los Tigres Del Norte'],spotify:track:4NGQMUpsPabMHFK3eOzPcA,Enseñate A Respetar,163573,False,30,8,Asi Como Tu,Los Tigres Del Norte,1997-01-01,,Fonovisa,50,https://i.scdn.co/image/ab67616d00001e02c3e2c471edece7ba3f2c3ce7,0.00154,0.383,0.793,0.0,1.0,0.13,-5.427,1.0,0.0583,152.941,4.0,0.285,"Enséñate a respetar LyricsMe costo mucho trabajo, levantarme de la nada
Cuantas lágrimas amargas, resbalaron por mi piel
Cuantas humillaciones sufrió mi corazón loco
Para levantarme un poco, pero al final lo logre
Si hago cuentas tengo mucho, yo que nunca tuve nada
Soy un águila dorada, es mía la selva y el mar
Y tú te atreves ahora, a querer pisar mi orgullo
Mi corazón no es tuyo, ni lo será nunca más
Aprendí desde chiquillo, a regalar mis amores
Pero a quien me da dolores, también me enseñe a olvidar
Me prometí que ya nunca, aceptaría humillaciones
Y tú no vas a humillarme, ni nadie lo hará jamás
Ve guardando la chequera, porque yo no estoy en venta
En el dintel de mi puerta, jamás ha dicho bazar
Si hago cuentas tengo mucho, yo que nunca tuve nada
Soy un águila dorada, es mía la selva y el mar
No me humillo ante el dinero, mi prepotencia es vacía
A ver quien compra la vida, quien compra felicidad
Lo que soy y lo que valgo, mi trabajo me ha costado
Nadie me lo ha regalado, enséñate a respetarEmbed",,Enséñate a respetar,
['Los Tigres Del Norte'],spotify:track:6aBJ2ESUr02v46gr9npWAK,El Titulado,193026,False,41,9,Asi Como Tu,Los Tigres Del Norte,1997-01-01,,Fonovisa,50,https://i.scdn.co/image/ab67616d00001e02c3e2c471edece7ba3f2c3ce7,0.00441,0.557,0.677,0.0,8.0,0.199,-5.083,0.0,0.164,148.106,4.0,0.537,"El titulado LyricsSiempre quise yo estudiar
Y ser alguien en la vida
Ser aquel hijo ejemplar
Orgullo de la familia
Un honor para mi pueblo
Y pa mi patria querida
Pero de nada ha servido
Haberme yo titulado
Como todos mis colegas
Andamos por todos lados
En busca de un buen trabajo
Y sin poder encontrarlo
El titulo no es basante
Cuando me acerco a la mesa
Me siento tan desgraciado
Que me lleno de tristeza
De tener una carrera
Y vivir en la pobreza
*no me asusta la pobreza
Por que pobre siempre he sido
He luchado por superarme para un mejor futuro
Por eso yo fui a la escuela
Para ejercer mi carrera pero
El resultado es que trabajo en lo que sea
Por eso me hierve la sangre
Y este título que tengo
Solo me ha servido para dos cosas
Para limpiarme el sudor
Y para secarme el llanto*
Mis padres siempre soñaron
Que un día me recibiera
Tanto se sacrificaron
Para pagar mi carrera
Ahora no se como hacerle
Para saldar esta deuda
Yo se que no es un remedio
Pero siento un gran alivio
A veces me hecho mis tragos
Para calmar mi martirio
Solo dormido y borracho
Se me olvida lo dolido
Mi pueblo es un gran tesoro
Y lo quiero con el alma
Pero la crisis y el hambre
Hacen que pierda la calma
No es justo que el titulado
Ande quebrado y sin chambaEmbed",,El titulado,
['Los Tigres Del Norte'],spotify:track:7f2SNowQAKvWqGKwGJOWzM,No Me Ganaras,156333,False,38,10,Asi Como Tu,Los Tigres Del Norte,1997-01-01,,Fonovisa,50,https://i.scdn.co/image/ab67616d00001e02c3e2c471edece7ba3f2c3ce7,0.00541,0.756,0.656,0.0,1.0,0.0894,-4.979,1.0,0.0757,139.92,4.0,0.0933,"No me ganarás LyricsQue ya decidiste levantar el vuelo
Cambiaste de cielo yo no sé porque
Recuerdo que jurabas que mucho
Me amabas que yo era tu anhelo
Cuando te besé no voy a detenerte
Deseo que tu suerte
Hallá por donde vaya te proteja bien
Me dicen que contaste que
Ya me olvidaste, que vas a
Dejarme que no has de volver
Pero a la mera buena no me
Ganarás, no me ganarás, no
Me ganarás porque a donde vayas
Me recordarás, me recordarás
Por que no hay corazón que
Se olvide cuando tiene noches
De felicidad
No voy a detenerte
Deseo que tu suerte
Hallá por donde vaya te proteja bien
Me dicen que contaste que
Ya me olvidaste, que vas a
Dejarme que no has de volver
Pero a la mera buena no me
Ganarás, no me ganarás, no
Me ganarás porque a donde vayas
Me recordarás, me recordarás
Por que no hay corazón que
Se olvide cuando tiene noches
De felicidadEmbed",,No me ganarás,
['Los Tigres Del Norte'],spotify:track:3jvq5j9YUj6SoIowRMXUQ6,El Amor No Se Mide,188533,False,26,11,Asi Como Tu,Los Tigres Del Norte,1997-01-01,,Fonovisa,50,https://i.scdn.co/image/ab67616d00001e02c3e2c471edece7ba3f2c3ce7,0.0707,0.589,0.941,0.0,1.0,0.185,-5.139,1.0,0.265,150.044,4.0,0.668,"El amor no se mide LyricsNo me pidas que te diga
Lo tanto que yo te amo
Por que el amor no se mide
El amor solo es amor
Nadie lo puede medir
Ni de la tierra hacia el cielo
Ni del cielo al infinito
Solo te puedo decir
Comparado con mi amor
El mundo se ve chiquito
El amor que por ti siento
Es un amor verdadero
Bendecido por el cielo
Sin mentira ni traición
Solido como la roca
Y tan puro como el aire
Tan ardiente como el sol
Pero el amor no se mide el amor solo es amor
Pero el amor no se mide el amor solo es amor
El amor que por ti siento
Es un amor verdadero
Bendecido por el cielo
Sin mentira ni traición
Solido como la roca
Y tan puro como el aire
Tan ardiente como el sol
Pero el amor no se mide el amor solo es amor
Pero el amor no se mide el amor solo es amor Embed",,El amor no se mide,
['Los Tigres Del Norte'],spotify:track:6pDacoLUMoiBOYGvoRONOL,Te Soñe Conmigo,218066,False,21,12,Asi Como Tu,Los Tigres Del Norte,1997-01-01,,Fonovisa,50,https://i.scdn.co/image/ab67616d00001e02c3e2c471edece7ba3f2c3ce7,0.148,0.655,0.918,0.0,7.0,0.155,-3.786,1.0,0.0958,136.108,4.0,0.899,"Ya te soñé conmigo LyricsSi ya te soñe conmigo
Pues hoy qué puedo desear
Si ya te soñe conmigo
Pues hoy qué puedo desear
Soñe tenerte en mis brazos
Como tu veniste al mundo
Nomas que con más edad
Ahi me entregastes todo
Gracias a tan bello sueño
Hoy no me queda qué pensar
Tanto desearte y amarte
Y ni un beso recibi
Pero gracias a mi sueño
Como regalo del cielo
Como yo queria te vi
Y fue como te hize mia
Fui el primer hombre en tu vida
Que dichoso me senti
Si tu no vienes conmigo
Voy a pedirle a la vida
Una cosa sin cesar
Poderte seguir amando
Aunque tu a mi no me quieras
Siempre poderte soñar
Quisiera saber qué piensas
De tus labios escuchar
Si es que vinieras conmigo
Si te agrada lo que digo
O si quisieras soñar
Por mi parte estoy contento
Asi es como yo me siento
Pues no se tu qué dirás
Si tu no vienes conmigo
Voy a pedirle a la vida
Una cosa sin cesar
Poderte seguir amando
Aunque tu a mi no me quieras
Siempre poderte soñarEmbed",,Ya te soñé conmigo,
['Los Tigres Del Norte'],spotify:track:1rv0clFpmXYCTdhn9PGGeO,Padres Tristes,153240,False,28,13,Asi Como Tu,Los Tigres Del Norte,1997-01-01,,Fonovisa,50,https://i.scdn.co/image/ab67616d00001e02c3e2c471edece7ba3f2c3ce7,0.0722,0.715,0.662,0.0,11.0,0.23,-7.62,0.0,0.0443,133.006,4.0,0.402,"Padres tristes LyricsHoy somos padres alegres por que vemos
Crecer los hijos que Dios nos regaló
Pero más tarde seremos viejos tristes
Cuando se marchen y digan el adios
Asi es la vida nacer para morirse
Asi es la vida crecer para volar
Cuanto viejito se encuentra solitito
Acompañado de su triste soledad
Que Dios bendiga a los hijos y a los padres
Les dan cariño y los saben respetar
Que Dios bendiga a los hijos que regresan
Que por sus padres la vida quieren dar
Un viejo solo decía tengo a mis hijos
Viven con lujo con dinero y con poder
Y yo camino viviendo por las calles
Pues se olvidaron quien cuido de su niñez
Son padres tristes aquellos viejecitos
Que llegan solos hasta el fin de su vejez
Asi es la vida brindarle todo a un hijo
Sin la esperanza de cobrarle alguna vez
Que Dios bendiga a los hijos y a los padres
Les dan cariño y los saben respetar
Que Dios bendiga a los hijos que regresan
Que por sus padres la vida quieren darEmbed",,Padres tristes,
['Los Tigres Del Norte'],spotify:track:0Qp6YXRF1QoIQRLjvruVrU,Con Que Derecho,171413,False,47,14,Asi Como Tu,Los Tigres Del Norte,1997-01-01,,Fonovisa,50,https://i.scdn.co/image/ab67616d00001e02c3e2c471edece7ba3f2c3ce7,0.00717,0.687,0.671,0.0,8.0,0.111,-4.712,1.0,0.0329,140.077,4.0,0.292,"Con Que Derecho Lyrics¿Cómo te atreves a gritarme mis errores?
Si tú has hecho cosas peores, no eres tu mejor que yo
¿Con que derecho juzgas todo lo que eh hecho?
Si tu sembraste en mi pecho la maldad y la traición
Yo no era malo, tenia la mirada buena
Mi alma siempre fue serena, conocía a la ingenuidad
Y te creía cada frase que decías
Las caricias que me hacías eran mi felicidad
Pero me usaste como algo desechable
Dime quién es más culpable, ¿mi ignorancia o tu maldad?
Si Dios espera hasta el día que yo me muera
Para juzgarme al llegar al más allá
¿Quien eres tu para juzgarme estando en vida?
Si tu alma esta mas perdida y destila en iniquidad
¿Por qué me juzgas?, si yo soy una obra tuya
Si aquí alguien tiene la culpa, eres tú y tu falsedad
Si Dios espera hasta el día que yo me muera
Para juzgarme al llegar al más allá
¿Quien eres tu para juzgarme estando en vida?
Si tu alma esta mas perdida y destila en iniquidad
¿Por qué me juzgas?, si yo soy una obra tuya
Si aquí alguien tiene la culpa, eres tú y tu falsedad
¿Con qué derecho?Embed",,Con Que Derecho,
['Los Tigres Del Norte'],spotify:track:4cH2mXQQezuZrpZocrV1dy,La Temporada Es Buena,201786,False,29,15,Asi Como Tu,Los Tigres Del Norte,1997-01-01,,Fonovisa,50,https://i.scdn.co/image/ab67616d00001e02c3e2c471edece7ba3f2c3ce7,0.0246,0.609,0.634,0.0,1.0,0.114,-4.173,1.0,0.0351,148.036,4.0,0.0959,"La temporada es buena LyricsComo te atreves, a gritarme mis errores
Si tu has hecho cosas peores
No eres tu mejor que yo
Con que derecho, juzgas todo lo que eh hecho
Si tu sembraste en mi pecho
La maldad y la traición
Yo no era malo, tenia la Mirada Buena
Mi alma siempre fue serena
Conocia a la ingenuidad
Y te creia cada frase que decias
Las caricias que me hacias
Eran mi felicidad
Pero me usaste como algo desechable
Dime quien es más culpable
Mi ignorancia o tu maldad
Si Dios espera hasta el dia que yo me muera
Para juzgarme
Al llegar al mas alla
Quien eres tu para jusgarme estando en vida
Si tu alma esta mas perdida
Y destila en iniquidad
Por que me juzgas, si yo soy una obra tuya
Si aqui alguien tiene la culpa
Eres tu y tu falcedad (X2)
CON QUE DERECHOOOOOEmbed",,La temporada es buena,
['Los Tigres Del Norte'],spotify:track:0b4NG6vOqNdqzuJauiQkwE,El Circo,167026,False,56,1,Unidos Para Siempre,Los Tigres Del Norte,1996-01-01,,Fonovisa,64,https://i.scdn.co/image/ab67616d00001e0204c84b693b2369d9ef570a12,0.0144,0.767,0.635,0.0,1.0,0.113,-6.291,1.0,0.169,160.096,4.0,0.41,"El circo LyricsEntre Carlos y Raúl
Eran los dueños de un circo
Carlos era el domador
Era el hermano mas chico
Raúl el coordinador
Con hambre de hacerse rico
Se hicieron tan influyentes
Que empezaron a truncar
Los circos por todos lados
Hasta hacerlos fracasar
Pa' quedarse con las plazas
Y libres pa' trabajar
El circo que había en el golfo
Fue el primero que cayo
Y los circos de Chihuahua
Fue Carlos quien los cerró
Quedando el de Sinaloa
Y al frente su domador
Raúl se hizo millonario
Dicen que por ser el mago
Desapareció el dinero
De las manos de su hermano
Hoy dicen que esta en los bancos
De Suiza y por todos lados
Carlos desapareció
Se le vino el circo abajo
Aprenden al Sinaloense
Después de aquel avionazo
Fue como a Raúl y a Carlos
Se les acabo el trabajo
Raúl se encuentra en la cárcel
Ya se le acabo la magia
Carlos en la cuerda floja
Ahora la gente descansa
Hasta que llegue otro circo
Y otra vez la misma transaEmbed",,El circo,
['Los Tigres Del Norte'],spotify:track:3dMD2n1G05E9THpfiOwv6D,Si Me Vas A Dejar,212453,False,50,2,Unidos Para Siempre,Los Tigres Del Norte,1996-01-01,,Fonovisa,64,https://i.scdn.co/image/ab67616d00001e0204c84b693b2369d9ef570a12,0.0472,0.723,0.672,0.0,0.0,0.59,-6.902,1.0,0.0283,140.999,4.0,0.14,"Si me vas a dejar LyricsSi me vas a dejar
Procura no volver
Por que te voy a hacer
Desprecios cuantos pueda
Te voy a demostrar
Que yo me se vengar
Aunque te se querer
De una y mil maneras
Si me vas a dejar
Procuras olvidar
De nuestra intimidad
Todito lo vivido
Tu vas a comprobar
Que no vana igualar
Mi forma de querer
Y darte mi cariño
Si me vas a dejar
Pues que sea para siempre
No me gusta agarrar
Amores que se van
Y luego se arrepienten
Si me vas a dejar
Nada mas no te rajes
Por que oí que decías
Que te quieres marchar
Y eso no me gusta
Que alguien me amenace
Cuando digas adiós
Yo no te detendré
En cosas del amor
No le he rogado a nadie
Recuérdalo muy bien
Que yo te se querer
Pero si tu te marchas
También sabré olvidarte
Si me vas a dejar
Pues que sea para siempre
No me gusta agarrar
Amores que se van
Y luego se arrepienten
Si me vas a dejar
Nada mas no te rajes
Por que oí que decías
Que te quieres marchar
Y eso no me gusta
Que alguien me amenaceEmbed",,Si me vas a dejar,
['Los Tigres Del Norte'],spotify:track:1RLAPRIMWznZAvpdc6Qna5,Mi Sangre Prisionera,181306,False,50,3,Unidos Para Siempre,Los Tigres Del Norte,1996-01-01,,Fonovisa,64,https://i.scdn.co/image/ab67616d00001e0204c84b693b2369d9ef570a12,0.174,0.669,0.534,0.0,1.0,0.184,-7.479,1.0,0.0643,135.056,4.0,0.666,"Mi sangre prisionera LyricsHello?
Hey dad, you have to come and get me out of here, man, now
¿Eres tú hjo?, ¿dónde estás?
Pero apúrate papá, ven a sacarme de aquí
¿En la cárcel?, ¿pero cómo?
¿Bueno?, ¿bueno?, ¿aló?, ¿bueno?, ¿aló?, ¿bueno?
Sentí que el alma me explotaba en mil pedazos
Abrí los brazos para poderlo abrazar
Lo vi tan lindo jugueteando en mi regazo
Sentí que el llanto me empezaba a traicionar
Tras de las rejas me miraba con cariño
Ya no era un niño era todo un criminal
Perdí la vida enredado en los negocios
Fueron mis socios, la locura y la ambición
No tuve tiempo de jugar con el un poco
Ni cultivarle con amor su corazón
Me lo educaron por las calles poco a poco
Me lo entregaron con diploma de prisión
Cómo quisiera regresarlo quince años
Y que su celda le pudiera derrumbar
Como me duele ver mi sangre prisionera
Como una fiera caminar por el penal
Siento en el alma los reproches de su madre
Él no es culpable y yo soy el criminal
¿Dónde ha quedado mi niño?
Cuando me pidió cariño no le abrí mi corazón
Nunca lo lleve a la escuela
Poco lo arrulle en mis brazos
Tampoco le di su abrazo el día de su graduación
Hice mi Dios del dinero
Y al hijo que tanto quiero lo hice fiera de prisión
¿De qué me sirvió el dinero?
Si terminé limosnero, mendigando por mi hijo compasión
Cómo quisiera regresarlo quince años
Y que su celda le pudiera derrumbar
Como me duele ver mi sangre prisionera
Como una fiera caminar por el penal
Siento en el alma los reproches de su madre
Él no es culpable y yo soy el criminalEmbed",,Mi sangre prisionera,
['Los Tigres Del Norte'],spotify:track:6EAKWJ5K0SY0gsJF3u0yy4,No Pude Enamorarme Mas,214426,False,63,4,Unidos Para Siempre,Los Tigres Del Norte,1996-01-01,,Fonovisa,64,https://i.scdn.co/image/ab67616d00001e0204c84b693b2369d9ef570a12,0.333,0.693,0.686,0.0,7.0,0.312,-8.084,1.0,0.0745,123.919,4.0,0.386,"No pude enamorarme más LyricsTú me robaste el alma
Tú me robaste el amor
Tú esa vez que te fuiste
También me dejaste sin mi corazón
Hoy, que de nuevo te encuentro
Quiero sentir otra vez
Tus manos sobre mi cuerpo
Tu aliento y tus labios quemando mi piel
Porque no pude enamorarme más
Tú te adueñaste de mi voluntad
En todo este tiempo he guardado deseos
Y quiero saciarme en ti nada más
Ven a mis brazos, vuélveme a querer
Escucha lo que tengo para ti
Mi cuerpo te espera, te quiero de veras
Si tú no regresas, me voy a morir
Hoy, que de nuevo te encuentro
Quiero sentir otra vez
Tus manos sobre mi cuerpo
Tu aliento y tus labios quemando mi piel
Porque no pude enamorarme más
Tú te adueñaste de mi voluntad
En todo este tiempo he guardado deseos
Y quiero saciarme en ti nada más
Ven a mis brazos, vuélveme a querer
Escucha lo que tengo para ti
Mi cuerpo te espera, te quiero de veras
Si tú no regresas, me voy a morir
Porque no pude enamorarme más
Tú te adueñaste de mi voluntad
En todo este tiempo he guardado deseos
Y quiero saciarme en ti nada más
Ven a mis brazos, vuélveme a querer
Escucha lo que tengo para ti
Mi cuerpo te espera, te quiero de veras
Si tú no regresas, me voy a morirEmbed",,No pude enamorarme más,
['Los Tigres Del Norte'],spotify:track:1xgCVtwYOleod6fdnFV2I8,El Triunfo En Las Manos,189400,False,33,5,Unidos Para Siempre,Los Tigres Del Norte,1996-01-01,,Fonovisa,64,https://i.scdn.co/image/ab67616d00001e0204c84b693b2369d9ef570a12,0.122,0.533,0.729,0.0,7.0,0.428,-4.027,1.0,0.317,162.471,4.0,0.304,"El triunfo en las manos LyricsNada vale el maldito dinero
Pues corrompe a los corazones
Hace poco yo fui millonario
Me sobraron los falsos amores
Y aquel que me daba la mano
Era para pedirme favores
Mi fortuna se fue de repente
Como el agua consume la arena
Hoy regreso a mi barrio querido
A contar de la vida su escuela
No es un triunfo nadar en dinero
Es tan solo ilusion pasajera
El triunfo en las manos
Es sentir un monton de cariño
Un amor que te diga te quiero
Y tener centenares de amigos
El triunfo en las manos
No es diamantes ni el oro que brilla
Son amigos que sufren tu pena
Y un amor que por ti da la vida
Cuantos son los que tiene fortuna
Que ni gozan cuidando el dinero
La riqueza se lleva en el alma
Los valores que son verdaderos
El amor, la amistad y el respeto
Es un triunfo el que pueda tenerlos
El triunfo en las manos
Es sentir un monton de cariño
Un amor que te diga te quiero
Y tener centenares de amigos
El triunfo en las manos
No es diamantes ni el oro que brilla
Son amigos que sufren tu pena
Y un amor que por ti da la vidaEmbed",,El triunfo en las manos,
['Los Tigres Del Norte'],spotify:track:5EK1yN5l44Xd9aE4zObs5T,Amores Que Van Y Vienen,197360,False,41,6,Unidos Para Siempre,Los Tigres Del Norte,1996-01-01,,Fonovisa,64,https://i.scdn.co/image/ab67616d00001e0204c84b693b2369d9ef570a12,0.0787,0.526,0.748,0.0,9.0,0.138,-5.385,1.0,0.225,149.987,4.0,0.478,"Amores que van y vienen LyricsAmores que van y vienen
No me interesan
Verdad de Dios
Amores que van y vienen
Solo lastiman el corazón
Tus labios que me gustaron
Para besarlos
Yo a ti te hable
Y no te importo bastante
Que mi cariño te lo entregué
Te fuiste una mañanita
Y regresaste un atardecer
Tu cara ya esta marchita
Y tu sonrisa no es la de ayer
Amores que van y vienen
Un día les toca la de perder
Aquella belleza tuya
Que le ha pasado
A donde esta
El tiempo que no perdona
Ha derrotado tu vanidad
Te fuiste una mañanita
Y regresaste un atardecer
Tu cara ya esta marchita
Y tu sonrisa no es la de ayer
Amores que van y vienen
Un día les toca la de perderEmbed",,Amores que van y vienen,
['Los Tigres Del Norte'],spotify:track:5yWguNSUU3HgOOo26ADRN1,Amor Garantizado,159960,False,28,7,Unidos Para Siempre,Los Tigres Del Norte,1996-01-01,,Fonovisa,64,https://i.scdn.co/image/ab67616d00001e0204c84b693b2369d9ef570a12,0.000234,0.71,0.799,0.0,0.0,0.527,-4.876,1.0,0.121,83.029,4.0,0.423,"Amor garantizado LyricsQuien busque un amor honesto
Que se ajuste a su presupuesto
Y con garantia de por vida
Que le ponga atencion a esto
Te doy muchas facilidades
De conseguirlo en un ratito
Y en comodas mensualidades
Y en credito es muy facilito
Si tu eres cariñosa
Y nunca has engañado
Si no eres mentirosa
Habras calificado
Si crees reunes eso
Debes venir cuanto antes
Mi enganche es solo un beso
Y soy tuyo al instante
Sincero es el amor que ofrezco
Es resistible a tentaciones
Alergico a chismes y cuentos
Y contra celos y traiciones
Pero esta oferta es limitada
Por eso tiene un bajo precio
Satisfaccion garantizada
O se devuelve cada besoEmbed",,Amor garantizado,
['Los Tigres Del Norte'],spotify:track:5QvJgyPxDHf8V2khZ0jTNJ,Unidos Para Siempre,194133,False,49,8,Unidos Para Siempre,Los Tigres Del Norte,1996-01-01,,Fonovisa,64,https://i.scdn.co/image/ab67616d00001e0204c84b693b2369d9ef570a12,0.055,0.875,0.555,0.0,3.0,0.166,-5.608,1.0,0.114,130.1,4.0,0.465,"Unidos para siempre LyricsCon que tú me quieras
Con que yo te quiera
Es suficiente mi amor
Que importa que digan
Que importa que inventen
Cosas que no son
No saben que estamos
Curados de envidia
Curados de traición
Y que nuestro amor
Tiene sus cimientos
En lo más profundo
De nuestro corazón
Me río de las cosas
Que están inventando
Para romper nuestro amor
Sin saber que estamos
Llenos de alegría
Y lejos del dolor
Y que este amor bonito
No lo rompe nadie
Que no sea dios
Y que este amor bonito
No lo rompe nadie
Que no sea dios
Me río de las cosas
Que están inventando
Para romper nuestro amor
Sin saber que estamos
Llenos de alegría
Y lejos del dolor
Y que este amor bonito
No lo rompe nadie
Que no sea dios
Y que este amor bonito
No lo rompe nadie
Que no sea dios
Me río de las cosas
Que están inventando......Embed",,Unidos para siempre,
['Los Tigres Del Norte'],spotify:track:4U7N4o4EHZnsJSkH0qrmat,Cuestión Olvidada,208333,False,65,9,Unidos Para Siempre,Los Tigres Del Norte,1996-01-01,,Fonovisa,64,https://i.scdn.co/image/ab67616d00001e0204c84b693b2369d9ef570a12,0.0534,0.728,0.752,0.0,6.0,0.172,-3.594,1.0,0.123,140.111,4.0,0.618,"Cuestión Olvidada LyricsLo que había entre tú y yo, es cuestión olvidada
Las heridas de amor que sufrió el corazón, ya están muy bien curadas
Me dolió tu traición, no lo voy a negar, fue una amarga experiencia
Pero hoy vivo feliz, me he olvidado de ti, ya no sufro tu ausencia
No fue fácil lograr arrancarte de mi alma
Tuve necesidad de llorar y llorar sin hallar paz ni calma
Por todo ese dolor, no te guardo rencor, de ese amor ya no hay nada
Mi dolor se acabó, lo que había entre tú y yo, es cuestión olvidada
Ojala que el amor, donde quiera que estés se te de a mano llena
Que te sepan querer como te quise yo y que no sufras penas
No fue fácil lograr arrancarte de mi alma
Tuve necesidad de llorar y llorar sin hallar paz ni calma
Por todo ese dolor, no te guardo rencor, de ese amor ya no hay nada
Mi dolor se acabó, lo que había entre tú y yo, es cuestión olvidada
Ojala que el amor, donde quiera que estés se te de a mano llena
Que te sepan querer como te quise yo y que no sufras penasEmbed",,Cuestión Olvidada,
['Los Tigres Del Norte'],spotify:track:58OO7cAQQ7mxcifcZqECmc,Tiempos De Ayer,189693,False,36,10,Unidos Para Siempre,Los Tigres Del Norte,1996-01-01,,Fonovisa,64,https://i.scdn.co/image/ab67616d00001e0204c84b693b2369d9ef570a12,0.00563,0.378,0.55,0.0,6.0,0.11,-5.914,0.0,0.11,78.713,4.0,0.117,"Tiempos de ayer LyricsVeinte años tenia la pareja
Aquel dia en que los dos se casaron
De la joven nacio una niñita
De repente paso algo muy raro
La señora se fue de la casa
Y el marido quedo abandonado
Veinte años pasaron y un dia
Una joven se hallo en su camino
Bien formada y de cara bonita
Y los dos se entregaron cariño
Cuantas cosas esconde la vida
Cuantas cosas esconde el destino
Se entregaron amor como nadie
Y la joven decia enamorada
""Tienes que conocer a mi madre
Le conte que deveras me amas""
Que SORPRESA le dieron al hombre
Cuando vio de quien se trataba
La mujer que viviera con el
Hoy le estaba entregando a su hija
""Puedes irte con el si tu quieres
A vivir una vida bonita""
Recordando los Tiempos De Ayer
Sollozando le dio la noticia
""Cuando tu me llevaste al altar
Yo de otro venia embarazada
Es por eso que yo te deje
Por que me senti avergonzada
Puede ser que el destino me cobre
Y que a ti con amor te lo paga""Embed",,Tiempos de ayer,
['Los Tigres Del Norte'],spotify:track:0sUrydckcrOYWLfZxFSPci,El Reportero,186773,False,37,11,Unidos Para Siempre,Los Tigres Del Norte,1996-01-01,,Fonovisa,64,https://i.scdn.co/image/ab67616d00001e0204c84b693b2369d9ef570a12,0.0103,0.878,0.741,0.000148,11.0,0.104,-3.908,1.0,0.219,156.008,4.0,0.627,"El reportero LyricsEstoy viviendo en la sierra
Pensando que no me encuentren
Por que me siguen las leyes
Como a cualquier delincuente
Por ver escrito en la prensa
Las mañas de un presidente
Buscando contrabandistas
Me hallaron los federales
Les dije soy periodista
Y vieron mis credenciales
Resultaron ser muy nobles
Pues no quisieron llevarme
Hay gente que si trabaja
Para servir a mi patria
Otros fingiendo ayudarle
Resultan ser unas ratas
Y cuando alguien los descubre
Si no lo encierran lo matan
Devaluaron la moneda
Antes dolares cambiaron
De la noche a la mañana
Son pocos los millonarios
Mientras el pueblo se hunde
Pues no le alcanza el salario
Soy reportero y escribo
Tan solo lo que ha pasado
México es un gran pais
Y no hay forma de negarlo
Pues lo han robado tres siglos
Y no se lo han acabado
A todos les viene el saco
Si estan llenando el morral
No se lleven el dinero a
Otra parte a guardar
Si en México se hacen ricos
Aqui lo deben gastarEmbed",,El reportero,
